C concentration (weight%),Si concentration (weight%),Mn concentration (weight%),S concentration (weight%),P concentration (weight%),V concentration (weight%),O concentration (ppm/weight),Ti concentration (ppm/weight),N concentration (ppm/weight),Al concentration (ppm/weight),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),AC,electrode positive,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_ShMA,Type of weld_TSA
-1.2461761381319023,0.1821883751992851,0.4331574384770055,-0.23452976690531024,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.4361014908121048,-0.4430796028805402,0.8199804835065498,0.4887707946948235,0.402993806194742,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.06336011024687,0.1821883751992851,1.651676407445173,-0.23452976690531024,-0.06200226711030569,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.6003206795122911,0.5047613563059057,0.04456999353702878,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
-1.06336011024687,0.1821883751992851,1.651676407445173,-0.23452976690531024,-0.06200226711030569,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.11449778717273049,0.17753054896772788,-0.03705216330186787,0.2653419822584437,0.9848011906483755,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.6118081939019677,-0.24190326030835876,-1.5535582717971812,-0.23452976690531024,-0.15820012521097218,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.4792857479089546,-0.6574722007917602,0.9016026403454472,0.689856725887565,,,False,True,False,False,True,False,False,False,False,False,False
-1.6118081939019677,-0.24190326030835876,-1.5535582717971812,-0.23452976690531024,-0.15820012521097218,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.8571479975063906,-0.8831486196456758,1.2280912677010352,0.589313760291195,-0.1788135782588914,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.4746961729881933,-0.1570849332068299,-0.6529138164728835,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.23097626960206813,-0.3302413934535824,0.9016026403454472,0.589313760291195,,,False,True,False,False,True,False,False,False,False,False,False
-1.4746961729881933,-0.1570849332068299,-0.6529138164728835,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.3173447837957678,-0.3979443191097571,0.5955195521995837,0.589313760291195,-0.26192891889512476,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.2461761381319023,-0.07226660610530103,0.5391156096916283,-0.23452976690531024,0.03419559099036082,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.6111167437865035,0.43705843064973093,-0.5267851043352492,0.12011325417479712,,,False,True,False,False,True,False,False,False,False,False,False
-1.2461761381319023,-0.07226660610530103,0.5391156096916283,-0.23452976690531024,0.03419559099036082,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.21166236564064259,0.21138201179581526,0.08538107195647783,0.15362757604025376,0.402993806194742,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.383288159045677,-0.07226660610530103,1.5986973218378613,-0.23452976690531024,0.08229452004069403,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,1.1941042145939762,0.9899656568418244,-0.5471906435449737,0.25417054163662534,,,False,True,False,False,True,False,False,False,False,False,False
-1.383288159045677,-0.07226660610530103,1.5986973218378613,-0.23452976690531024,0.08229452004069403,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.6866891937059907,0.7755730589306045,0.04456999353702878,-0.10331555826158267,,,False,True,False,False,True,False,False,False,False,False,False
-1.7946242217870005,-0.24190326030835876,-1.4740896433862136,-0.0661760498500347,-0.11010119616063897,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.3389369123441927,-0.3979443191097571,0.8607915619259981,0.5557994384257368,,,False,True,False,False,True,False,False,False,False,False,False
-1.7946242217870005,-0.24190326030835876,-1.4740896433862136,-0.0661760498500347,-0.11010119616063897,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.3065487195215553,-0.4092281400524529,1.0648469540232406,-2.5498610544399423,-0.7883260762579359,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.6118081939019677,-0.1570849332068299,-0.5999347308655718,-0.15035290837767243,-0.06200226711030569,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.15768204426958032,0.0985438023688574,0.2894364640537202,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
-1.6118081939019677,-0.1570849332068299,-0.5999347308655718,-0.15035290837767243,-0.06200226711030569,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.11449778717273049,0.030840876712682697,0.4526807777315135,0.2653419822584437,-0.09569823762265806,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.2918801451031605,0.012551720996227842,0.5126260668879724,-0.23452976690531024,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,1.1941042145939762,0.9673980149564327,-0.15948539856021357,0.1424561354184354,,,False,True,False,False,True,False,False,False,False,False,False
-1.2918801451031605,0.012551720996227842,0.5126260668879724,-0.23452976690531024,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.7946498364481153,0.9109789102429539,0.08538107195647783,-0.09214411763976432,2.508582435645987,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-1.1547681241893863,0.26700670230081397,1.5457182362305497,-0.23452976690531024,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,1.9606247780630606,1.7685493018878335,-0.8124626532713889,-0.21502996447977257,,,False,True,False,False,True,False,False,False,False,False,False
-1.1547681241893863,0.26700670230081397,1.5457182362305497,-0.23452976690531024,-0.013903338059972474,1.5429809679915314e-17,-1.1432706930975064e-16,0.0,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,1.636742849836687,1.6782787343462673,-0.44516294749635255,-0.4608016581597907,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.26700670230081397,0.8040110377281867,-0.15035290837767243,-0.11010119616063897,1.5429809679915314e-17,-0.2799840176184157,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,-1.0231261752080394,-0.8570593605065147,-0.2849565909731304,-0.4092281400524529,-0.03705216330186787,0.8015711321057548,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.26700670230081397,0.8040110377281867,-0.15035290837767243,-0.11010119616063897,1.5429809679915314e-17,-0.2799840176184157,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,1.0096100503881418,-0.5383085563466267,-0.42530542653789233,-0.3753766772243655,1.0240358756037922,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.26700670230081397,0.7245424093172191,-0.23452976690531024,-0.3505958414123052,1.5429809679915314e-17,-0.3477660630180126,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,-1.0231261752080394,-0.8570593605065147,-0.09062743403730619,-0.20611936308392878,0.2894364640537202,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.26700670230081397,0.7245424093172191,-0.23452976690531024,-0.3505958414123052,1.5429809679915314e-17,-0.3477660630180126,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,1.0096100503881418,-0.5383085563466267,-0.5224700050058044,-0.5446339913648023,0.7383583266676532,0.7010281665093849,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,-0.07226660610530103,0.5656051524952841,-0.15035290837767243,-0.30249691236197196,1.5429809679915314e-17,-0.41554810841760953,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,-1.0231261752080394,-0.8570593605065147,-0.24177233387628058,-0.3415252143962782,0.41186969931206513,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,-0.07226660610530103,0.5656051524952841,-0.15035290837767243,-0.30249691236197196,1.5429809679915314e-17,-0.41554810841760953,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,1.0096100503881418,-0.5383085563466267,-0.6196345834737166,-0.5333501704221065,1.0240358756037922,0.8015711321057548,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,0.012551720996227842,0.7245424093172191,-0.23452976690531024,-0.3505958414123052,1.5429809679915314e-17,-0.2799840176184157,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,-1.0231261752080394,-0.8570593605065147,-0.06903530548888127,-0.11584879554236249,0.2894364640537202,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,0.012551720996227842,0.7245424093172191,-0.23452976690531024,-0.3505958414123052,1.5429809679915314e-17,-0.2799840176184157,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,1.0096100503881418,-0.5383085563466267,-0.3065487195215553,-0.27382228874010345,0.41186969931206513,0.7010281665093849,,,False,True,False,False,True,False,False,False,False,False,False
-0.37780000567799715,-0.07226660610530103,0.751031952120875,-0.31870662543294803,-0.3505958414123052,1.5429809679915314e-17,-0.3477660630180126,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,-1.0231261752080394,-0.8570593605065147,0.028129272979030832,-0.03686204894349201,0.4934918561509625,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
-0.37780000567799715,-0.07226660610530103,0.751031952120875,-0.31870662543294803,-0.3505958414123052,1.5429809679915314e-17,-0.3477660630180126,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,1.0096100503881418,-0.5383085563466267,-0.12301562685994356,0.12111144425424897,0.4934918561509625,0.2653419822584437,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,0.26700670230081397,0.751031952120875,-0.31870662543294803,-0.3505958414123052,1.5429809679915314e-17,-0.21220197221881873,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,-1.0231261752080394,-0.8570593605065147,0.6219128080607159,0.5724642819620803,0.2486253856342711,0.15362757604025376,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,0.26700670230081397,0.751031952120875,-0.31870662543294803,-0.3505958414123052,1.5429809679915314e-17,-0.21220197221881873,-0.41640609934367284,0.0,8.694071294061293e-17,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-1.3528855154742774,1.0096100503881418,-0.5383085563466267,0.7838537721739028,0.8658436264721707,-0.40435186907690424,0.15362757604025376,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,-0.3267215874098876,0.751031952120875,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.2012685047187226,-0.776520114954206,-0.40938700626062624,-0.6798600901587735,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.8571479975063906,-0.7815942311614138,0.6975472482482049,0.7121996071312032,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,-0.3267215874098876,0.751031952120875,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.2012685047187226,-0.776520114954206,-0.40938700626062624,-0.6798600901587735,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.1788135782588914,-1.1706986606623175,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,-0.3267215874098876,0.751031952120875,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.2012685047187226,-0.776520114954206,-0.40938700626062624,-0.6798600901587735,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.4306989197401531,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,-0.3267215874098876,0.751031952120875,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.2012685047187226,-0.776520114954206,-0.40938700626062624,-0.6798600901587735,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,,,False,True,False,False,True,False,False,False,False,False,False
0.21635208494835886,-0.3267215874098876,0.59209469529894,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.13348645931912564,-0.776520114954206,-0.5990687643105433,-0.29932260520124465,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.7167991619416286,-0.612336917020977,0.2894364640537202,0.1424561354184354,,,False,True,False,False,True,False,False,False,False,False,False
0.21635208494835886,-0.3267215874098876,0.59209469529894,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.13348645931912564,-0.776520114954206,-0.5990687643105433,-0.29932260520124465,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.12340335116806918,-1.1706986606623175,False,True,False,False,True,False,False,False,False,False,False
0.21635208494835886,-0.3267215874098876,0.59209469529894,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.13348645931912564,-0.776520114954206,-0.5990687643105433,-0.29932260520124465,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.5415193739217976,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.21635208494835886,-0.3267215874098876,0.59209469529894,-0.31870662543294803,-0.013903338059972474,1.5429809679915314e-17,0.13348645931912564,-0.776520114954206,-0.5990687643105433,-0.29932260520124465,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,,,False,True,False,False,True,False,False,False,False,False,False
