C concentration (weight%),Si concentration (weight%),Mn concentration (weight%),S concentration (weight%),P concentration (weight%),V concentration (weight%),O concentration (ppm/weight),Ti concentration (ppm/weight),N concentration (ppm/weight),Al concentration (ppm/weight),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),AC,electrode positive,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_ShMA,Type of weld_TSA
0.07924006403458425,-0.24190326030835876,0.3801783528696938,-0.23452976690531024,-0.30249691236197196,-0.07736794705969287,-0.2460929949186172,-0.5192958180895395,-0.3672355044717558,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.17927417281800523,0.04212469765537848,-0.03705216330186787,0.3770563884766336,-0.7052107356217026,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.5811765687144738,0.40666789567334966,-0.23452976690531024,-0.3505958414123052,0.0055156991204150935,-0.2325365858386978,-0.5295847899641262,-0.29347037634123246,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.9565908005613021,0.47090989347781825,-1.098140202207528,0.2653419822584437,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.5811765687144738,0.40666789567334966,-0.23452976690531024,-0.3505958414123052,0.0055156991204150935,-0.2325365858386978,-0.5295847899641262,-0.29347037634123246,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.5666851678946471,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.5811765687144738,0.40666789567334966,-0.23452976690531024,-0.3505958414123052,0.0055156991204150935,-0.2325365858386978,-0.5295847899641262,-0.29347037634123246,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.6866891937059907,0.5160451772486014,-0.7308404964324916,0.15362757604025376,-0.040288010531835824,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.3267215874098876,1.4132705222122706,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.17831094951902024,-0.46785095871660615,-0.19862949731627394,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.11221956258573111,-0.28510610968279926,0.5343029345704109,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.3267215874098876,1.4132705222122706,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.17831094951902024,-0.46785095871660615,-0.19862949731627394,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.7606209627125248,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.3267215874098876,1.4132705222122706,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.17831094951902024,-0.46785095871660615,-0.19862949731627394,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-1.0406810901680024,-0.8831486196456758,0.6159250914093075,0.7568853696184799,-1.009966984621225,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.5811765687144738,1.3867809794086146,-0.23452976690531024,-0.2543979833116387,-0.15014383151051935,-0.1240853131993427,-0.5501627337132995,-0.40938700626062624,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.3520112012054045,0.12111144425424897,-0.6084072611741466,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.5811765687144738,1.3867809794086146,-0.23452976690531024,-0.2543979833116387,-0.15014383151051935,-0.1240853131993427,-0.5501627337132995,-0.40938700626062624,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.7606209627125248,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.5811765687144738,1.3867809794086146,-0.23452976690531024,-0.2543979833116387,-0.15014383151051935,-0.1240853131993427,-0.5501627337132995,-0.40938700626062624,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.1360899157211554,0.06469233954077006,-0.11867432014076452,0.3770563884766336,-0.6775056220762915,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.5811765687144738,1.3602914366049588,-0.23452976690531024,-0.2543979833116387,-0.11476666545803424,-0.1240853131993427,-0.5707406774624728,-0.38831125536619104,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.7298734508028405,0.23394965368120682,-0.8940848101102856,0.3770563884766336,,,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.5811765687144738,1.3602914366049588,-0.23452976690531024,-0.2543979833116387,-0.11476666545803424,-0.1240853131993427,-0.5707406774624728,-0.38831125536619104,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.8991465304395804,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.5811765687144738,1.3602914366049588,-0.23452976690531024,-0.2543979833116387,-0.11476666545803424,-0.1240853131993427,-0.5707406774624728,-0.38831125536619104,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.29803087983434223,0.33550404216546886,-0.8940848101102856,0.2653419822584437,-0.5666851678946471,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.6659948958160026,1.3602914366049588,-0.4028834839605858,-0.2543979833116387,-0.07534639471383657,-0.2460929949186172,-0.5707406774624728,-0.26185674999957964,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.8486301578191775,0.6063157447901677,-0.9348958885297339,0.3770563884766336,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.6659948958160026,1.3602914366049588,-0.4028834839605858,-0.2543979833116387,-0.07534639471383657,-0.2460929949186172,-0.5707406774624728,-0.26185674999957964,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.8160311898033471,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.6659948958160026,1.3602914366049588,-0.4028834839605858,-0.2543979833116387,-0.07534639471383657,-0.2460929949186172,-0.5707406774624728,-0.26185674999957964,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.11449778717273049,0.00827323482729113,-0.3635407906574559,0.2653419822584437,-0.26192891889512476,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.17064807797710066,-0.5811765687144738,1.4132705222122706,-0.23452976690531024,-0.2543979833116387,-0.029861466932070008,-0.20542376767885903,-0.5707406774624728,-0.2197052482107092,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,1.3884333715298003,0.956114194013737,-1.3430066727242187,0.03074172920024552,,,False,True,False,False,True,False,False,False,False,False,False
0.17064807797710066,-0.5811765687144738,1.4132705222122706,-0.23452976690531024,-0.2543979833116387,-0.029861466932070008,-0.20542376767885903,-0.5707406774624728,-0.2197052482107092,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.7329158491671137,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.17064807797710066,-0.5811765687144738,1.4132705222122706,-0.23452976690531024,-0.2543979833116387,-0.029861466932070008,-0.20542376767885903,-0.5707406774624728,-0.2197052482107092,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.6435049366091409,0.5724642819620803,-0.44516294749635255,0.2653419822584437,,,False,True,False,False,True,False,False,False,False,False,False
-0.14927997082170677,0.1821883751992851,-1.5005791861898694,-0.4028834839605858,-0.4467936995129717,-0.19704384593438531,-0.09019429049954424,-0.43698404309284616,-0.35669762902453817,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-1.170233861458552,-1.1539603222703747,1.4525521990080006,0.6563424040221083,,,False,True,False,False,True,False,False,False,False,False,False
-0.14927997082170677,0.1821883751992851,-1.5005791861898694,-0.4028834839605858,-0.4467936995129717,-0.19704384593438531,-0.09019429049954424,-0.43698404309284616,-0.35669762902453817,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.28963403244053587,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.14927997082170677,0.1821883751992851,-1.5005791861898694,-0.4028834839605858,-0.4467936995129717,-0.19704384593438531,-0.09019429049954424,-0.43698404309284616,-0.35669762902453817,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-1.9583465534760611,-1.6842999065770765,2.0851239145094524,0.991485622676678,-0.5666851678946471,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.14927997082170677,0.0973700480977567,-1.5005791861898694,-0.23452976690531024,-0.3986947704626384,-0.19704384593438531,-0.06985967687966516,-0.4061171274690862,-0.32508400268288534,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.652022776296354,-0.7251751264479348,0.3710586208926168,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
-0.14927997082170677,0.0973700480977567,-1.5005791861898694,-0.23452976690531024,-0.3986947704626384,-0.19704384593438531,-0.06985967687966516,-0.4061171274690862,-0.32508400268288534,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.042827330104397515,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.14927997082170677,0.0973700480977567,-1.5005791861898694,-0.23452976690531024,-0.3986947704626384,-0.19704384593438531,-0.06985967687966516,-0.4061171274690862,-0.32508400268288534,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-1.02988502589379,-1.1201088594422872,-0.3227297122380069,0.7903996914839365,-0.09569823762265806,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.012551720996227842,-1.5535582717971812,-0.23452976690531024,-0.3986947704626384,-0.19704384593438531,-0.08341608595958454,-0.3958281555944995,-0.27239462544679727,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.392917233715255,-0.4882148866513234,0.12619215037592615,1.0138285039203163,,,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.012551720996227842,-1.5535582717971812,-0.23452976690531024,-0.3986947704626384,-0.19704384593438531,-0.08341608595958454,-0.3958281555944995,-0.27239462544679727,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.3475835791039198,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.012551720996227842,-1.5535582717971812,-0.23452976690531024,-0.3986947704626384,-0.19704384593438531,-0.08341608595958454,-0.3958281555944995,-0.27239462544679727,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.6412267120221414,-0.6461883798490643,-0.3635407906574559,0.7121996071312032,0.20905801137686422,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.28639199173548074,0.012551720996227842,-1.5005791861898694,-0.23452976690531024,-0.4467936995129717,-0.19623522499604276,-0.19186735859893964,-0.3958281555944995,-0.27239462544679727,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.12529385144694294,-0.1835517211985372,-0.24110755539911022,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
-0.28639199173548074,0.012551720996227842,-1.5005791861898694,-0.23452976690531024,-0.4467936995129717,-0.19623522499604276,-0.19186735859893964,-0.3958281555944995,-0.27239462544679727,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.7631602822850865,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.28639199173548074,0.012551720996227842,-1.5005791861898694,-0.23452976690531024,-0.4467936995129717,-0.19623522499604276,-0.19186735859893964,-0.3958281555944995,-0.27239462544679727,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.2849565909731304,-0.22868700496932035,-0.6492183395935949,0.36588494785481523,0.8462756229213199,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.012551720996227842,-1.5005791861898694,-0.15035290837767243,-0.3505958414123052,-0.19704384593438531,0.12670825477916597,-0.4266950712182595,-0.00894773926635688,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.4167875868506793,0.20009819085311947,-0.44516294749635255,-0.09214411763976432,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.012551720996227842,-1.5005791861898694,-0.15035290837767243,-0.3505958414123052,-0.19704384593438531,0.12670825477916597,-0.4266950712182595,-0.00894773926635688,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,1.3172625531933089,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.012551720996227842,-1.5005791861898694,-0.15035290837767243,-0.3505958414123052,-0.19704384593438531,0.12670825477916597,-0.4266950712182595,-0.00894773926635688,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.362807265479617,0.2790849374519899,-0.7308404964324916,0.03074172920024552,1.4557881209203645,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,0.1821883751992851,-0.4939765596509484,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.2867622221583754,-0.4061171274690862,-0.3777733799189734,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.7275952262158412,-0.8380133358748927,1.0036303363940684,0.6004852009130134,,,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,0.1821883751992851,-0.4939765596509484,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.2867622221583754,-0.4061171274690862,-0.3777733799189734,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.7052107356217026,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,0.1821883751992851,-0.4939765596509484,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.2867622221583754,-0.4061171274690862,-0.3777733799189734,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-1.9259583606534239,-1.5263264133793355,1.4525521990080006,0.9691427414330397,-1.259313006529925,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.07924006403458425,0.1821883751992851,-0.4939765596509484,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.49688656289712585,-0.4575619868420195,-0.29347037634123246,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.32814084806998023,-0.4430796028805402,-0.15948539856021357,0.3770563884766336,,,False,True,False,False,True,False,False,False,False,False,False
0.07924006403458425,0.1821883751992851,-0.4939765596509484,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.49688656289712585,-0.4575619868420195,-0.29347037634123246,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.20651869180430252,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.07924006403458425,0.1821883751992851,-0.4939765596509484,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.49688656289712585,-0.4575619868420195,-0.29347037634123246,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.6844109691189914,-0.6349045589063685,0.8607915619259981,0.6004852009130134,-0.5666851678946471,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.0973700480977567,-0.5469556452582601,-0.23452976690531024,-0.3505958414123052,-0.19663953546521404,-0.11730710865938301,-0.4472730149674328,-0.26185674999957964,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.028129272979030832,-0.025578228000796222,0.3710586208926168,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.0973700480977567,-0.5469556452582601,-0.23452976690531024,-0.3505958414123052,-0.19663953546521404,-0.11730710865938301,-0.4472730149674328,-0.26185674999957964,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.09569823762265806,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.0973700480977567,-0.5469556452582601,-0.23452976690531024,-0.3505958414123052,-0.19663953546521404,-0.11730710865938301,-0.4472730149674328,-0.26185674999957964,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.19858807677943077,-0.23997082591201613,-0.2002964769796619,0.4887707946948235,-0.1788135782588914,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.012551720996227842,-0.5734451880619159,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.3274314493981335,-0.4472730149674328,-0.24078099910514442,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.4599718439475291,0.2452334746239026,-0.6900294180130433,0.2653419822584437,,,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.012551720996227842,-0.5734451880619159,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.3274314493981335,-0.4472730149674328,-0.24078099910514442,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.652339828103442,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.10357596385044857,0.012551720996227842,-0.5734451880619159,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.3274314493981335,-0.4472730149674328,-0.24078099910514442,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.31962300838276714,0.22266583273851104,-0.7716515748519406,0.3770563884766336,0.402993806194742,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.0973700480977567,-0.4939765596509484,-0.23452976690531024,-0.3505958414123052,-0.19663953546521404,-0.16475454043910087,-0.4472730149674328,-0.33562187813010297,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,1.1293278289487014,0.6627348495036466,-1.2205734374658737,0.1424561354184354,,,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.0973700480977567,-0.4939765596509484,-0.23452976690531024,-0.3505958414123052,-0.19663953546521404,-0.16475454043910087,-0.4472730149674328,-0.33562187813010297,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,1.34496766673872,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.05787195687919036,0.0973700480977567,-0.4939765596509484,-0.23452976690531024,-0.3505958414123052,-0.19663953546521404,-0.16475454043910087,-0.4472730149674328,-0.33562187813010297,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.9997750576581519,0.8996950893002581,-1.3021955943047703,-0.09214411763976432,1.1787369854662533,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.1570849332068299,0.32719926726238213,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.15119813135918148,-0.43698404309284616,-0.32508400268288534,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.511673940731592,-0.6236207379636728,0.187408768005099,0.4775993540730051,,,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.1570849332068299,0.32719926726238213,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.15119813135918148,-0.43698404309284616,-0.32508400268288534,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.8991465304395804,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,-0.1570849332068299,0.32719926726238213,-0.23452976690531024,-0.3986947704626384,-0.19684169069979968,-0.15119813135918148,-0.43698404309284616,-0.32508400268288534,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-1.4941157896849255,-1.1201088594422872,1.0648469540232406,0.5334565571821,-1.2870181200753361,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.12494407100584246,0.012551720996227842,0.4331574384770055,-0.23452976690531024,-0.3505958414123052,-0.19684169069979968,-0.16475454043910087,-0.4781399305911928,-0.14594012008018586,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,-0.05823924121466882,-0.11584879554236249,-0.0778632417213162,0.7010281665093849,,,False,True,False,False,True,False,False,False,False,False,False
0.12494407100584246,0.012551720996227842,0.4331574384770055,-0.23452976690531024,-0.3505958414123052,-0.19684169069979968,-0.16475454043910087,-0.4781399305911928,-0.14594012008018586,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.5666851678946471,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.12494407100584246,0.012551720996227842,0.4331574384770055,-0.23452976690531024,-0.3505958414123052,-0.19684169069979968,-0.16475454043910087,-0.4781399305911928,-0.14594012008018586,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,-0.11221956258573111,-0.20611936308392878,-0.28191863381855853,0.4887707946948235,-0.7329158491671137,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.24190326030835876,0.40666789567334966,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.48333015381720645,-0.48842890246577947,-0.2829325008940149,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.31962300838276714,0.00827323482729113,0.04456999353702878,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.24190326030835876,0.40666789567334966,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.48333015381720645,-0.48842890246577947,-0.2829325008940149,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,-0.28963403244053587,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.24190326030835876,0.40666789567334966,-0.15035290837767243,-0.3505958414123052,-0.19684169069979968,-0.48333015381720645,-0.48842890246577947,-0.2829325008940149,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.3088269441085547,0.12111144425424897,-0.24110755539911022,0.4887707946948235,-0.1788135782588914,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,0.0973700480977567,0.48613652408431657,-0.23452976690531024,-0.30249691236197196,-0.19684169069979968,-0.21898017675877843,-0.49871787434036613,-0.12486436918575064,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,0.8162419649965402,0.5047613563059057,-0.40435186907690424,0.4887707946948235,,,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,0.0973700480977567,0.48613652408431657,-0.23452976690531024,-0.30249691236197196,-0.19684169069979968,-0.21898017675877843,-0.49871787434036613,-0.12486436918575064,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-1.0231261752080394,-0.8570593605065147,,,,,0.3198784655585087,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
0.03353605706332605,0.0973700480977567,0.48613652408431657,-0.23452976690531024,-0.30249691236197196,-0.19684169069979968,-0.21898017675877843,-0.49871787434036613,-0.12486436918575064,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,1.0096100503881418,-0.5383085563466267,0.7838537721739028,0.6175995657328635,-0.7308404964324916,0.03074172920024552,0.20905801137686422,0.33614176652163724,False,True,False,False,True,False,False,False,False,False,False
-0.012167949907932156,-0.24190326030835876,0.40666789567334966,-0.31870662543294803,-0.30249691236197196,-0.19663953546521404,-0.06308147233970546,-0.48842890246577947,-0.20916737276349157,-0.6869070806209499,-0.6337625456342338,-0.5532006348973932,-0.5613082293542043,-0.11789399566416926,-0.14694676762347852,1.374196268612701,1.075347507577639,1.0012494777845202,-1.1389512806269764,0.03074172920024552,,,False,True,False,False,True,False,False,False,False,False,False
