C concentration (weight%),Si concentration (weight%),Mn concentration (weight%),S concentration (weight%),P concentration (weight%),Ni concentration (weight%),Cr concentration (weight%),Mo concentration (weight%),V concentration (weight%),Cu concentration (weight%),Co concentration (weight%),W concentration (weight%),O concentration (ppm/weight),Ti concentration (ppm/weight),N concentration (ppm/weight),Al concentration (ppm/weight),B concentration (ppm/weight),Nb concentration (ppm/weight),Sn concentration (ppm/weight),As concentration (ppm/weight),Sb concentration (ppm/weight),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
-0.18582030418841178,-0.38027490756983545,0.6487534453275834,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.2798234006865448,-0.6167689917651858,-0.40483087962757613,-0.5174574551506327,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.030222783571844266,1.8127574592305848,-0.7421124644031585,-0.7064318445699089,0.6618567159369818,0.6618010019967828,,
-0.18582030418841178,-0.38027490756983545,0.6487534453275834,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.2798234006865448,-0.6167689917651858,-0.40483087962757613,-0.5174574551506327,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,-0.2191666172561329,-1.1725151988345843
-0.18582030418841178,-0.38027490756983545,0.6487534453275834,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.2798234006865448,-0.6167689917651858,-0.40483087962757613,-0.5174574551506327,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,0.39775440484051383,0.37977013100527596
-0.18582030418841178,-0.38027490756983545,0.6487534453275834,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.2798234006865448,-0.6167689917651858,-0.40483087962757613,-0.5174574551506327,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,,
0.15308065043871893,-0.38027490756983545,0.47132561435524095,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.20897492993038175,-0.6167689917651858,-0.5848129150288609,-0.1274236344465752,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.030222783571844266,1.8127574592305848,-0.6046130853532268,-0.5404759370278084,0.2358314181446653,0.12553215918282265,,
0.15308065043871893,-0.38027490756983545,0.47132561435524095,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.20897492993038175,-0.6167689917651858,-0.5848129150288609,-0.1274236344465752,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,-0.16308288797461956,-1.1725151988345843
0.15308065043871893,-0.38027490756983545,0.47132561435524095,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.20897492993038175,-0.6167689917651858,-0.5848129150288609,-0.1274236344465752,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,0.5099218634035405,0.37977013100527596
0.15308065043871893,-0.38027490756983545,0.47132561435524095,-0.2781467400548273,-0.026681678876700664,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.20897492993038175,-0.6167689917651858,-0.5848129150288609,-0.1274236344465752,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,,
-0.08899146000923158,-0.0023201185071176737,0.26432647822084215,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.31524763606462636,-0.6167689917651858,-0.5548159091286468,0.5226327333935205,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.030222783571844266,1.8127574592305848,-0.6786512125339592,-0.7064318445699089,-0.4032065285438094,0.7564366801404235,,
-0.08899146000923158,-0.0023201185071176737,0.26432647822084215,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.31524763606462636,-0.6167689917651858,-0.5548159091286468,0.5226327333935205,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,-0.6958783161489963,-1.1725151988345843
-0.08899146000923158,-0.0023201185071176737,0.26432647822084215,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.31524763606462636,-0.6167689917651858,-0.5548159091286468,0.5226327333935205,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,0.3697125401997572,0.37977013100527596
-0.08899146000923158,-0.0023201185071176737,0.26432647822084215,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.31524763606462636,-0.6167689917651858,-0.5548159091286468,0.5226327333935205,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,,
0.05625180625953873,0.3756346705555997,0.2938977833828992,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.10270222379613711,-0.6167689917651858,-0.6548059287960272,1.2449175865491826,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.030222783571844266,1.8127574592305848,-0.6786512125339592,-0.5847308457057019,-0.2753989392061149,0.7564366801404235,,
0.05625180625953873,0.3756346705555997,0.2938977833828992,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.10270222379613711,-0.6167689917651858,-0.6548059287960272,1.2449175865491826,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,-0.6397945868674829,-1.1725151988345843
0.05625180625953873,0.3756346705555997,0.2938977833828992,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.10270222379613711,-0.6167689917651858,-0.6548059287960272,1.2449175865491826,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,0.2295032169959738,0.37977013100527596
0.05625180625953873,0.3756346705555997,0.2938977833828992,-0.35058825822279416,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.10270222379613711,-0.6167689917651858,-0.6548059287960272,1.2449175865491826,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,,
0.007837384169948631,0.753589459618317,0.38261169886906976,-0.423029776390761,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.03185375303997403,-0.6167689917651858,-0.6848029346962413,2.4728018369138076,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.030222783571844266,1.8127574592305848,-0.3401912025648966,-0.5072847555193883,-0.4458090583230417,0.5566502485038494,,
0.007837384169948631,0.753589459618317,0.38261169886906976,-0.423029776390761,-0.10896716182469349,-0.31211756647998035,-0.4386060352916286,-0.5804800560246179,-0.48744453332005544,-0.30348431856664554,-0.06904286675778658,-0.06873614657569768,0.03185375303997403,-0.6167689917651858,-0.6848029346962413,2.4728018369138076,-0.3858742432746009,-0.4543344937297314,-0.30058113475870296,-0.24485746014229529,-0.2977794997831018,-0.6146217834810334,-0.5349253419801399,-0.603633068776754,-0.0360792011961191,-0.8734551428967819,-0.7160892725689879,,,,,-0.808045774712023,-1.1725151988345843
